,SName,Lyric,Artist,Genres,Popularity,Top Genre
56110,The Server,"[E-40:]
Ughhh! Gully grimey and gritty
Huh! Heavy drug activity [pull over please]
Lower development housing
Hustlers makin thousands [Ching! ]
Yola supplier, uhh
Pullin all-nighters (po-po man, po-po!)
Kissin my street sign [smooch]
Grippin the block like pliers (pliers?)
I'm as solid as can be
I'm a keep it funky my nigga, hoe shit don't sit too well with me
(Uh-uh!) I was breathin in the deep {? }
Beverly Hillbilly, black gold, Texas tea... where they'll merk you
And peel your potato instead of knucklin up
And squabbin like a hockey player [doo doo doo doo]
I'm not a knock I'm the server
Some of you niggaz become your own best customers

I'm not a knock I'm the server [x4]

Uhhhhah! Dibblin and dabblin
Flea-flickin and fiddle-faddlin (fiddle-faddlin?)
Rippin up crack
Overkill, gettin 47 back (11 of 'em)
Cerebral cortex pushed back {doo doo doo doo}
If I catch you pinchin out the sack
Anybody can get found, touched up and hurt
Long as you do your homework (that's right)
Steady long, steady bright
Man these walls got ears, take the battery out your phone
(Take it out man!) He'll never make it home
Co-defendant was tellin, they stabbed him with a turkey bone
(Snitch!) That's the consequences for snitchin
Got a jacket on his ass, caught him slippin in the kitchen
(Shank me!) Niggaz talk a good one but they fake
Fools be spineless, they got no vertebrae

I'm not a knock I'm the server [x4]

Uhhhh! On the soil shootin dice (I got those)
Dopefiend paradise (zombies)
Leeches and parasites
Restless and sleepless nights {yawn}
Pistols and fistfights
Po-pos on feet and bikes {nobody move}
Broken windows and street lights
Collect calls and shootin kits (it's yo' potnah mayne!)
The housin authority and the law enforcement agency
Bat around my do', makes me beam me up and taze me
While my girlfriend, was watchin Tv
Mindin her own business, breast feedin our newborn baby
(Ahhh!) I asked 'em where the search warrant, they hatin
Tearin up my apartment, but came up with nathin (Beatch!)
My yola was at another spot
Too much traffic, had the situation hot

I'm not a knock I'm the server [x4]",E-40,Hip Hop,0.0,2
18088,Foggy Mountain Top,"Shortcut to part of Bill Monroe Lyrics
Bill Monroe - Traveling On And On Lyrics
Bill Monroe - True Life Blues Lyrics
Bill Monroe - Turkey In The Straw Lyrics
Bill Monroe - Uncle Pen Lyrics
Bill Monroe - Used To Be Lyrics
Bill Monroe - Wait A Little Longer, Please Jesus Lyrics
Bill Monroe - Waiting At The Gate Lyrics
Bill Monroe - Walk Softly On This Heart Of Mine Lyrics
Bill Monroe - Walking In Jerusalem Lyrics
Bill Monroe - Walls Of Time Lyrics
Bill Monroe - Way Down Deep In My Soul Lyrics
Bill Monroe - We'll Understand It Better Lyrics
Bill Monroe - We Can't Be Darlings Anymore Lyrics
Bill Monroe - Weep And Cry Lyrics
Bill Monroe - Were You There Lyrics
Bill Monroe - Were You There? Lyrics
Bill Monroe - What A Wonderful Life Lyrics
Bill Monroe - What Would You Give In Exchange? Lyrics
Bill Monroe - Wheel Hoss Lyrics
Bill Monroe - When My Blue Moon Turns To Gold Again Lyrics
Bill Monroe - When The Bees Are In The Hive Lyrics
Bill Monroe - When The Golden Leaves Begin To Fall Lyrics
Bill Monroe - White House Blues Lyrics
Bill Monroe - White Rose Lyrics
Bill Monroe - Why Did You Say Good-Bye? Lyrics
Bill Monroe - Why Did You Wander Lyrics
Bill Monroe - Wicked Path Of Sin Lyrics
Bill Monroe - Will You Be Loving Another Man Lyrics
Bill Monroe - With Body And Soul Lyrics
Bill Monroe - Working On A Building Lyrics
Bill Monroe - Y'all Come Lyrics
Bill Monroe - You'll Find Her Name Written There Lyrics
Bill Monroe - You're Drifting Away Lyrics
Bill Monroe - You Live In A World All Your Own Lyrics
Bill Monroe - You Won't Be Satisfied That Way Lyrics
Full Bill Monroe Lyrics...


",Bill Monroe,Country; Black Music,0.0,0
22406,Close,"Oh damn, oh damn, oh damn I'm so perplexed
With just one breath, I'm locked in
Oh damn, oh damn, oh damn I'm so perplexed
On that, it's almost shocking

I know, I know you know you're scared
Your heart, your mind, your soul, your body
They won't, they won't, they won't be careful
But I guess that you don't know me

Cause if I want you, and I want you, babe
Ain't going backwards, won't ask for space
Cause space is just a word
Made up by someone who's afraid to get too

Close, ooh
Oh, so close, ooh
I want you close, ooh
Cause space is just a word
Made up by someone who's afraid to get close

Oh, so close, ooh
I want you close, ooh
Oh I want you close
And close ain't close enough, no

Oh man, oh man
I am not really known for ever being speechless
But now, but now somehow
My words roll off my tongue right onto your lips

I'm keeping cool while you keep smiling
Saying all the things I'm thinking
Oh man, oh man I am like you
So I want proof of what you're feeling

Cause if I want you, and I want you, babe
Ain't going backwards, won't ask for space
Cause space is just a word
Made up by someone who's afraid to get too

Close, ooh
Oh, so close, ooh
I want you close, ooh
Cause space was just a word
Made up by someone who's afraid to get close

Oh, so close, ooh
I want you close, ooh
Oh I want you close
And close ain't close enough, no

Cause if I want you, and I want you, babe
Ain't going backwards, won't ask for space
Cause space was just a word
Made up by someone who's afraid to get too

Close

Close, ooh
Oh, so close, ooh
I want you close, ooh
Cause space was just a word
Made up by someone who's afraid to get close

Oh, so close, ooh
I want you close, ooh
Oh, I want you close
And close ain't close enough, no

Yeah baby
Tell me baby what you want

Oh, I want you close
And close ain't close enough, no",Tove Lo,Indie; Electronica; Pop,5.1,3
75867,Into The Sun,"It's been a while since you last saw me
One breaks down and the other ones fade
These eyes can see the days break
Too late for the other's mistakes

Sit down laugh thinking what have we done
Let me inside
Is it all over before it's begun
Please give me some time

Cause we are running into the sun
Getting close to something into the sun
You know that we're falling
We're falling back into the sun

I never meant to let you go
Why did I leave maybe we'll never know
But I'm a man now broken on the ground
I'm in need and I think that it shows

All this time we're going nowhere and we know it
I was so blind
All the lights are leading to where you're going
I'm not far behind

and now we're running into the sun
Getting close to something into the sun
You know that we're falling
We're falling back into the sun

Into the sun
Into the sun
Into the sun

You know that we're running into the sun
Getting close to something into the sun
You know that we're falling
We're falling back into the sun

Into the sun
Into the sun
Into the sun",Lifehouse,Rock; Pop/Rock; Pop,4.6,5
47022,To Be Dead,"Destroy the corpse and release my mind
The secrets contemplate the other side
It won't be long until the death of me
A spirit conscious of reality

To be dead is to always be
Close my eyes and retun to sand
To be dead is to always dream
Coherent thought but unseen by man

Invisible to human sight
The consequences in his afterlife
Across the line from the ignorant
Inside my mind I do not know sin

To be dead is to always be
Open-eyed in a sleeping mind
To be dead is to always dream
I'm prepared for my turn to die

Inflicting sorrow on the enemy
And to everyone who doubted me
My constant presence will torment the soul
As I stand watching in the other world

To be dead is to always be
Untied from the living flesh
To be dead is to always dream
Unforgiven when I meet with death
",Deicide,Heavy Metal; Black Music; Hard Rock,0.0,1
70743,Discretion,"having no idea that his youngest son was dead
the farmer and his sweet young wife slept soundly in his bed
in the shadow of the mountain as the cattle hung their heads
grazing only feet from where the broken body lay
and would lay undiscovered for another several days
when the farmer would find vultures at their banquet in the hay
the killer traveled eastbound in a golden brown sedan
weighing his most recent deviation from the plan
counting down the hours til the sun came up again
hired to hit the farmer by the farmer's asshole son
he had not yet decided between poison or a gun
when suddenly he realized he would not use either one",Pedro the Lion,Indie; Gospel/Religioso,0.0,3
25653,Happy New Year,"Walking on air I'm walking on air
Left my stuff, hopped on the first bus
to the middle of nowhere
Making sweet love I'm making sweet love
To a photograph of a woman in a coconut bra

She goes ah
Come on run to me, run to me
Ah
I got nowhere else to be

Happy new year, so far out here
I can almost touch the sun
I know most people they call it hell
I call it home
So happy near year

Living large I'm living large
I got a ten dollar hotel room, cheap bottle of suds
Making sweet love, yeah, I'm making sweet love
To the memory of the woman from new york city

She goes ah
Come on run to me, run to me
AAhh
You're like a drug to me

Happy new year, so far out here
I can almost touch the sun
Now, most people they call it hell
I call it home
So happy new year

Sing along
Happy new year
The sun burned out a fiery crimson ray
Burn, burn, baby burn
When you ran I really rid my hand
So burn, burn, baby burn

So happy new year, so far out here
I can almost touch the sun
I know most people they call it hell, I call it home
So happy new year, sing along
Happy new year, ride along
Happy new year",Never Shout Never,Indie; Folk; Romântico,0.0,3
35099,Far Away,"Hope stopped the heart
Lost beaten lie
Cold walk the earth
Love faded white
Gave up the war
I've realized
All will become
All will arise

Stay with me
I hear them call the tide
Take me in
I see the last divide
Hopelessly
I leave this all behind
And I am paralyzed

When the broken fall alive
Let the light take me too
When the waters turn to fire
Heaven, please let me through
Far away, far away
Sorrow has left me here
Far away, far away
Let the light take me in

Fight back the flood
One breath of life
God, take the earth
Forever blind
And now the sun will fade
And all we are is all we made

Stay with me
I hear them call the tide
Take me in
I see the last divide
Hopelessly
I leave this all behind
And I am paralyzed

When the broken fall alive
Let the light take me too
When the waters turn to fire
Heaven, please let me through
Far away, far away
Sorrow has left me here
Far away, far away
Let the light take me in

All will fall for once
I become the lost
All will fall for once
I become the lost

When the broken fall alive
Let the light take me too
When the waters turn to fire
Heaven, please let me through
Far away, far away
Sorrow has left me here
Far away, far away
Let the light take me here
Far away, far away
Let the light take me in
Far away, far away
Let the light take me in",Breaking Benjamin,Rock; Hard Rock; Rock Alternativo,1.0,5
51203,"GATTI (With Jackboys, Pop Smoke)","AXL
Hahaha, huh? Hahaha
Tired of niggas cappin' (Tired of niggas cappin')
Trap House vibes
Niggas frontin' their jewels (Yeah)
They ain't expectin' this one (And it's like that)

Facts, my bitch love coco (Haha)
Ooh back, baby (Ooh back, baby) , woo (Haha, yeah)
Let me see some, okay, okay (I see ya) , okay, okay

Look, you cannot say Pop and forget the Smoke (Yeah)
I'm from the floors where niggas tote
They couldn't be Crips, so they turned folks (Bah)
Drivin' through the 'Ville, droppin' the choke (Brr)
I gotta laugh, 'cause these niggas jokes (Haha)
Just like, ""Who these niggas? "" (Who these niggas?)
""I don't know"" (I don't know) , but I'm on go (Woo)
And I'm in that Bugatti, movin' two hundred (Bah)
Givin' pumps, like, ""Who shot ya? ""
Me and Trey, that's four choppers (Woo)
Man down (Woo) , all you see is helicopters (Grr)
Paramedics pick him up, they gon' send him to the doctor
I'm in the hood like an engine, revvin' (Trey, get that nigga)
My checks is clearin' (Woo, woo)
Your checks is pending (Woo, woo)
And I got a couple gangstas, let me know (It's a fact)
If you want smoke (If you want smoke)
'Cause boy I can send 'em (Boy I can send 'em)
And I got a bad bitch, ass up (Hahaha)
Face down (Face down) , yeah, she love doggy style (Uh-huh)
And she got a Louis bag (Yeah) , that hold the extendo
(Woo, woo)
Okay, okay (Okay, okay)
Okay, okay

Facts, my bitch love coco (Haha)
Ooh back, baby (Ooh back, baby) , woo
Let me see some, okay, okay (I see it) , okay, okay
(Turn around)
My bitch love coco (Haha)
Ooh back, baby (Ooh back, baby) , woo
Let me see some, okay, okay (I see it) , okay, okay (Right)

Got it jumpin out the zoo, seein' red, seein' blue (Yeah)
Young La Flame, how it moves, Pop Flare how it— (Woo)
Bring my hands out, try to hide my face
Duck away, she wanna lay up and hibernate (Yeah)
I took a chance, it's a lot to take
I took a right, ended up right away (Straight up)
She need a chunk, not a piece (Alright)
It cost me three for the keys (Keys)
Not the work but the V
She let it twirl to the beat
I send the work, bet it reach (Reach)
Wearin' pearls, expensive beads (Beads)
I only hurl at my peeps (It's lit)

Cuts, diamond cuts, I done popped a blue
Two cups of the stuff, now I'm up
Coco Chanel when she tuck it
We bunk, get a nut (Nah-nah-nah-nah-nah)

My bitch love coco (Haha)
Ooh back, baby (Ooh back, baby) , woo
Let me see some, okay, okay (I see it) , okay, okay
(Turn around)
My bitch love coco (Haha)
Ooh back, baby (Ooh back, baby) , woo
Let me see some, okay, okay (I see it) , okay, okay
(Turn around)",Travis Scott,Hip Hop; Rap,2.7,2
53236,No Drama (feat. Offset),"I can't cop the coupe, don't do shit for two (skrr, skrr)
All black truck, hanging out the roof (brr, brr)
Mobbing through the hills pulled up with my crew (who)
I can't cop the coupe, don't do shit for two (nah)
Said I'm falling off but they won't Jfk me
Tried to be myself but they won't Aka me (me)
Aka a popstar Aka a problem (bow, bow)
Aka don't hold me back, I swear I got 'em (hey)
We pulled up in Gucci, dripped down in Gabbana (drip, drip)
Bad as I wanna, only chasing commas (woo, woo)
I need me a side thing, hold the drama (side)
I need me a soldier he gon' hold the line up (bow, bow)

Don't want no drama-ma
We pulled up in that ooh la la (skrr)
And backed out in that oh my god (woo, woo, woo)
Don't want no drama-ma (no, hey)
Don't want no drama-ma
We pulled up in that ooh la la
And backed out in that oh my god (hey)
Don't want no drama-ma (don't want no drama-ma)

I can't cop the coupe, don't do shit for two (skrr, skrr)
All black truck, hanging out the roof (yeah, yeah)
Mobbing through the hills pulled up with my crew (crew)
I can't cop the coupe don't do shit for two (nah)
I got way too many people all my niggas equal (hey)
If my life was like a movie I'd need 50 sequels (movie)
I need 60 bad bitches actin' like they single (smash)
Yelling you can't sit with us, throwing up middle fingers

Don't want no drama-ma (I don't want no drama)
We pulled up in that ooh la la (ooh la la)
And backed out in that oh my god (oh my god)
Don't want no drama-ma (I don't want no drama, no)
Don't want no drama-ma (I don't want no drama, no)
We pulled up in that ooh la la
And backed out in that oh my god
Don't want no drama-ma

(Offset)
Double R Phantoms (phantom)
She like the way I'm dripping organic (true, true)
Yacht on my wrist the Titanic (yeah, raahh)
Come ride on this shit like a banshee (raahh)
Get high on the perky and xanny (high)
From Dubai on a jet to Miami (Dubai)
When the chopper start kicking is damage (brr, brr)
Got Patek on her wrist, in her panties (Patek, hey)
Yeah, ain't no drama (yeah)
In the back of Maybach on comfort (Maybach)
Yeah, iced out summers (woo)
Invite your main bitch to a slumber (smash)
My money long, out there yonder (long)
Fat ass with a flat stomach (flat)
Baguette glass cost the whole hundred
The coupe fast going two hundred (skrr)

Don't want no drama-ma (I don't want no drama)
We pulled up in that ooh la la (ooh la la)
And backed out in that oh my god (oh my god)
Don't want no drama-ma (I don't want no drama, no)
Don't want no drama-ma (I don't want no drama, no)
We pulled up in that ooh la la
And backed out in that oh my god (oh my god, oh my god)
Don't want no drama-ma

Don't want no
Don't want no drama-ma
Yeah, no, no, no
Don't need no, don't want no, don't want no",Tinashe,R&B; Hip Hop,0.6,2
105754,If Only She Knew,"if only she knew
what was going right,
if only she knew,
i would not be alone tonight.
if only she knew
what was going wrong
if only she knew
i would not be singing this song.

if only she knew
what would i do?
would i run?
maybe stick around just for fun
would i take you out just us two?
that would be grand
if only she knew

if only she knew what to do...
relax with you
and let myself get lost in your smile
well i could lose it all for awhile
oh my dear you know its true
i love you deep, if only you knew
well i would give it all to you
love you true if only you knew

if only she knew
what would i do?
would i run?
maybe stick around just for fun
would i take you out just us two?
that would be grand
if only she knew
",O.A.R.,Rock; Pop/Rock; Pop,0.0,5
24154,Shots,"Shots
Ringing all along the borders can be heard
Striking out like a venom in the sky
Cutting through the air faster than a bird
In the night.

Children
Are lost in the sand, building roads with little hands
Trying to join their father's castles together again
Will they make it? Who knows where or when
Old wounds will mend?

Machines
Are winding their way along, looking strong
Building roads and bringing back loads and loads
Of building materials
In the night

Men
Are trying to move the borders on the ground
Lines between the different spots that each has found
But back home another scene was going down
In the night.

Lust
Comes creepin' through the night to feed on hearts
Of suburban wives who learned to pretend
When they met their dream's end
In the night.

Shots
I hear shots, I keep hearing shots
I keep hearing shots
I hear shots.

Shots
I hear shots, I keep hearing shots
I keep hearing shots
I hear shots.

But I'll never use your love,
You know I'm not that kind
And so if you give your heart away
I promise to you
Whatever we do
That I will always be true.
",Neil Young,Rock; Folk,2.6,5
64816,Sugar Ray,"sung by Jim

Did you do it good
Did you do it right
Did you get that pain
Crawling up your spine
Did you feel the heat
Of my sugar ray
Swear I saw that light
Shining on your face
All my friends have fun with guns
But all I want is you
All I want is you
All I want

Did you read my poem
Did you get my poem
Did it break your bones
Almost broke my bones
Did you feel my lips
Did they slide and slip
Did you feel my head
Shaking through your wrist

Sugar through your ray
All those boys have fun with sores
But all I want is you
All I want is you
All I want
Is you

Darling you're so good
Oh if felt so good
Did you feel that heat
Did you feel the heat
Of my sugar ray
Sugar ray
I almost died
Died died died died
Come enjoy
All I want is you
All I want is you
All I want
Is you

Baby give me
Sugar ray

",The Jesus and Mary Chain,Rock; Indie; Pós-Punk,0.0,5
69125,Tri Kid,"Last night I didn't even get to
Try try kid kid, try try try kid
They told me you don't even get to
Try try kid kid, try try try kid
Last night I didn't even get to
Try try kid kid, try try try kid
They told me you don't even get to
Try try kid kid, try try try kid

A proper window, even if you
Try try kid kid, try try try kid
A proper window, even if you
Try try kid kid, try try try kid
Try try kid kid, try try, even if it
Try try kid kid, try try try kid
Time is gonna make you cry

Last night I didn't even get to
Try try kid kid, try try try kid
They told me you don't even get to
Try try kid kid, try try try kid
Last night I didn't even get to
Try try kid kid, try try try kid
They told me you don't even get to
Try try kid kid, try try try kid

A proper window, even if you
Try try kid kid, try try try kid
A proper window, even if you
Try try kid kid, try try try kid
Try try kid kid, try try, even little
Try try kid kid, try try
Time is gonna make you cry",Animal Collective,Indie,0.0,3
69115,Summing The Wretch,"[Verse 1]
Watch it watch you watching wretch
Plugged into a people patch
Watch as bonds that illustrate
Also start to complicate

[Verse 2]
Catches in a net of type
Absence makes the sense go dark
All of the intended dart
None of the extended soul

[Chorus 1]
Getting screwed not much to do
When no one's watching
No one's looking
Can you see it

[Verse 3]
Feel a surge and make a steal
No one round to see the deed
Surge so strong it's tough to tame
Urges lead with none to blame

[Verse 4]
Things go up that must come down
Those so down don't want to drop
Every one so keen to glow
Bubble up from down below

[Chorus 2]
Wicked moves with none to lose
When no one's looking
No one's watching
Can you be it

[Outro]
So
Don't get caught lost

So
Don't get caught watching
Don't get caught lost
Don't get caught watching
Don't get caught lost",Animal Collective,Indie,0.0,3
45250,Smoke and Mirrors,"It's all perpetual dreams, this hidden life ain't what it seems
Walking dead we are
Victims of misfortune and lies, and tortured bringers of demise
Circling above like vultures

They reap the harvest that we sew and take, like trusting fools
Promising charade
All days now disappear from weeks to months, from months to years
Forever bound, shackled to the wall

The night falls, I've seen 1000 moons rising in the sky
The night calls, I feel the midnight as it slowly cloaks my eyes
Touched by the kiss of the sunrise

Live with shadows and fears--behind smoke and mirrors
Try to turn back the years--living inside smoke and mirrors

Sacred and serpentine, a hypnotizing twisted theme
Weaves our souls to roar
Like candles in the wind, our echoed cries above the din
Fade into this faceless sculpture

In the wheel of chance and fate, spinning as we watch and wait
A mystery to us all
On the edge of sanity, we tread the seas of destiny
Forever bound, silent voices call

The night falls, I've seen 1000 moons rising in the sky
The night calls, I feel the midnight as it slowly cloaks my eyes
Touched by the kiss of the sunrise

Live with shadows and fears--behind smoke and mirrors
Try to turn back the years--living inside smoke and mirrors

Live with shadows and fears--behind smoke and mirrors
Try to turn back the years--living inside smoke and mirrors

Ohh.....the night calls
",Symphony X,Heavy Metal; Progressivo,0.0,1
68916,Tearing in my Heart,"""Heres some kids. You wanna hear some kids? Listen.""**

Tearing in my heart
When the world falls apart
And it's almost too hard
Tearing in your mind
How the pain makes you blind
And when it's all said and done

(Forever gone)**

Tearing in my heart
A mistake from the start
And it's almost too hard
Tarry its my mind
I'll repay you another time
When it's all said and done

(Forever fall)**

Tearing in your bones
When the road left you alone
And it's almost too hard
Tarry in my soul
And you help make me whole
When it's all said and done

(Forever fold)**

Tearing in my heart
When the world falls apart
And it's almost too hard
Tarry in my soul
And you help make me whole
When it's all said and done

(Forever far)
",Sunny Day Real Estate,Indie; Emocore; Rock,0.0,3
13582,Working On a Tan,"She's got the focus, she's got the time
She's got a deeper shade in mind
She's got headphones, got spring break
A swimsuit and Coppertone 8

She's workin' on a tan
She's sittin' in the sand
Chillin' in a chair, flower in her hair
Margarita in her hand

She's soakin' up the sun
Gettin' next to nothin' done
There's a term paper due in a week or two
But she don't give a damn
She's workin' on a tan
Workin' on a tan

All the Kappa Sigma boys been liftin' weights
Hittin' that gym, drinkin' protein shakes
They got a cooler full of beer and it's loaded in the Jeep
Why you think they're going to the beach

Cause she's workin' on a tan
She's sittin' in the sand
Chillin' in a chair, flower in her hair
Margarita in her hand

She's soakin' up the sun
Gettin' next to nothin' done
She's attractin' a crowd
Got their tongues hangin' out
But she don't give a damn
She's workin' on a tan
Workin' on a tan

Yeah, so many things run through her mind
When to turn and when to re-apply

So this week while you're stuck in your cubicle
Or you're servin' Starbucks or you're still in school
Far from needin' sunscreen on your skin
Sorry but I have to rub it in

She's workin' on a tan
She's sittin' in the sand
Chillin' in a chair, flower in her hair
Margarita in her hand

Soakin' up the sun
Gettin' next to nothin' done
Forget about her grades, forget her Gpa
She doesn't give a damn
Cause she's workin' on a tan
Workin' on a tan
She's workin' on a tan
Workin' on a tan",Brad Paisley,Country,1.0,0
78747,Crazy Beautiful,"She's got big brown eyes and tangled hair
Voguing in her underwear
And nothing is better than doing nothing together now
She's got a toothbrush as a microphone
Belting out the rolling stones
I'm the last one to stop her
Can't believe that I got her

We get so close, kissing like eskimos
It's a little bit much
I know, I do

Isn't she cra-crazy beautiful
Isn't she stra-strange and wonderful
And I think I love her more than I even understand

She's got a classic style that's all her own
Smile you can hear through the telephone
She says she's a rebel, but she's way too sentimental
She's precious even when she's mad
Gets angry and I start to laugh
And I know that it's nothing
She's just pushing my buttons

We get so close, kissing like eskimos
It's a little bit much
I know, I do

Isn't she cra-crazy beautiful
Isn't she stra-strange and wonderful
And I think I love her more than I even understand (ooh, ooh ooh ooh)

She's a little bit wild, a little bit mad, a little bit uh oh, beautiful
Wild, a little bit bad, a little bit uh oh
And I never could know her too well
Oh, still I never want anyone else

Isn't she cra-crazy beautiful
Isn't she stra-strange and wonderful
And I think I love her more than I even understand

She's a little bit wild, a little bit mad, a little bit uh oh, beautiful
Wild, a little bit bad, a little bit uh oh
And I think I love her more than I even understand",Andy Grammer,Pop; Pop/Rock,1.4,4
48095,Templar's Arise,"Our 13th Century ceremony - a vile & wicked rite
A virgin child we took that night, her blood for eternal life
Local peasants tortured us - another daughter sacrificed
With flaming torches in our eyes - our bodies they burned alive
500 years of darkness - entombed devoid of sight
The crowds came out to mock us on this carnival night
Clowns & dolls of Templars ridicule our sacred cult
The Blind Dead have arisen - so now your blood be spilt
Rise! Rise! Blind Dead Arise! Rise!
As fireworks light up your sky - your jolly music plays
Beside our monastery ruins, we're rising from the grave
Decomposed monk warriors with swords enter your town
Riding spectral horses - in Crimson seas you drown
Rise! Rise! Templars Arise! Rise!
",Cathedral,Heavy Metal; Sertanejo; Instrumental,0.0,1
36483,Immigrant Song,"Ah, ah,
We come from the land of the ice and snow,
From the midnight sun where the hot springs blow.
Hammer of the gods will drive our ships to new land,
To fight the horde, sing and cry: Valhalla, I am coming!

On we sweep with threshing oar, Our only goal will be the western shore.

Ah, ah,
We come from the land of the ice and snow,
From the midnight sun where the hot springs blow.
How soft your fields so green, can whisper tales of gore,
Of how we calmed the tides of war. We are young overlords.

On we sweep with threshing oar, Our only goal will be the western shore.

So now you'd better stop and rebuild all your ruins,
For peace and trust can win the day despite of all your losing.",Hollywood Undead,Rock; Hardcore; Rap,0.0,5
13745,You're My Better Half,"Car door slams, it's been a long day at work
I'm out on the freeway and I'm wondering if it's all worth
The price that I pay, sometimes it doesn't seem fair
I pull into the drive and you're standing there
And you look at me
And give me that come-here-baby smile
It's all gonna be alright
You take my hand
And You pull me close and you hold me tight

Chorus:
It's the sweet love that you give to me
That makes me believe we can make it through anything
'Cause when it all comes down
And I'm feeling like I'll never last
I just lean on you 'cause baby
You're my better half

They say behind every man is a good woman
But I think that's a lie
'Cause when it comes to you I'd rather have you by my side
You don't know how much I count on you to help me
When I've given everything I got and I just feel like giving in
And you look at me
And give me that come-here-baby smile
It's all gonna be alright
You take my hand
Yeah you pull me close and you hold me tight

(REPEAT CHORUS)

Well, you take my hand
Yeah you pull me close and I understand

It's the sweet love that you give to me
That makes me believe that we can make it through anything

Oh baby, it's the sweet love that you give to me
That makes me believe we can make it through anything
'Cause when it all comes down
And I'm feeling like I'll never last
I just lean on you 'cause baby
You're my better half

Oh, oh baby you're my better half
Ooh, hey baby you're my better half",Keith Urban,Country,0.4,0
23779,Shape Of You,"This ain't just a paint-by-numbers
I gotta be who I feel
When I think of the shape of you

You changed my life for the better
Wore my love like your favorite sweater
That brings me back to the shape of you

Shape of you, shape of you
Shape of you

No reason to pretend different
It's just that I'm still dreaming
And my dreams all have you
The shape of you

Yeah, I'm older now, but I'm still dreaming
The sky is what I believe in
Stars scatter in the shape of you

Yeah, you're in my Milky Way
That's really all that I can say
When I think of the shape of you

Shape of you, shape of you
Shape of you

Shape of you, shape of you
Shape of you",Neil Young,Rock; Folk,2.6,5
103612,Hinterland,"[Verse 1]
In the field of the lords
I forget myself, with you
Forever with you
All stars and dust
Protect yourself
The truth, baby with you

[Chorus]
The stream of life is fading
These generations fading
Shadows with us failing
Forever with you

[Verse 2]
In the field of the Lord
Where I forget myself, with you
Forever with you
Our stars in dust
Protect yourself
Protect the truth
Baby with you

[Chorus]
The stream of life is fading
This generation's fading
The shadows with us failing
The truth with you

[Reprise]
The stream of life is fading
Generation's fading
The shadows with us failing
With you, forever with you

[Outro]
Destroy the destroyer
Destroy the destroyers
The truth is you
[channels open fire]

[Verse 3]
The stream of life is fading
Its holy truth is fading
Wisdom spells are fading
The truth is wrapped and death is the field of the Lord
Will forget myself, with you
Forever with you, forever with you

[Chorus]
The stream of life is fading
These generations fading
The shadows with us failing
With you my love, forever with you

[Outro 2]
Destroy the destroyer
Destroy the destroyer
The truth is you
In death the truth, the truth is you
In death the truth, the truth is you",The Cult,Rock; Hard Rock; Gótico,1.0,5
108967,Day's Aren't Long Enough,"Another year has come and gone
Another circle ‘round the sun
Another thousand tears have fallen
I don’t ever count ‘em ‘cause
I’m surrounded by your love
And days are never long enough

Four more seasons on parade
Show their colors then they fade
But that won’t happen to us, darlin’
We’ll remember how it was
Then begin again because
Days are never long enough

Time’s never late
Isn’t bound by our fate
Try as we may
Love might never be found if we wait
Until the sun comes up
On another day my love
Days are never long enough

Time’s never late
Isn’t bound by our fate
Try as we may
Love might never be found if we wait
Until the sun comes up
On another day my love
Days are never long enough",Steve Earle,Rock; Folk; Country,0.0,5
71224,A Day Is Far Too Long,"On sticks and sand, lost my money, lost my hands
Blood on my brain, too much salt in my veins
And I thought pain was clean
And I thought hearts were strong
But bones aren't sticks anymore
And a day is far too long

So many days never needing any grace
Live for kicks and danger, there'd be beauty any way

And I thought pain was clean
And I thought hearts were strong
But bones aren't sticks anymore
And a day is far too long

And a day is far too long
And a day is far too long",Graham Coxon,Indie; Pop/Rock,0.0,3
5611,Pussy M.v.p,"You're going to love me baby

[Verse]
Fresh checkerboard Vans and a t-shirt
And it's going down, but she first
My flow sweet, make my teeth hurt
I spit ice cream bars, thats dessert
To me theres no such thing as a G-1st
Ya, my feature price high like a mink purse
I smoke a whole reef of the reefer
Drugs are bad but I beg to defer, sir
I just take a look at her face
So she can see that my shades are Versace, and she purr
Cause I'm a cool cat per say
So I give her my life and now I got 8, word
She asked me to go over her place, I said sure
She said shes been horny all day, I got the cure
I'm on her like turf
Now bring that ass, bring that ass, bring that ass hurr Ya Digg

[Chorus]
I, I, I Don't know that you been told
But I can tell you something 'bout me
I smoke weed, I drink, and I roll
Now is you fucking with me
Now I can't tell shit 'bout the next man
But he ain't got nothing on me
Cause after a pill and half and a shot of Patrone, I'm a Pussy M.V.P.",Lil Wayne,R&B; Black Music; Rap,4.3,2
